Source Name	Comment [Sample_characteristics]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[age]	Characteristics[antibody]	Characteristics[antibody manufacturer]	Characteristics[cell type]	Characteristics[developmental stage]	Characteristics[ecotype]	Characteristics[genotype]	Characteristics[longitudinal zone]	Characteristics[marker line]	Characteristics[media]	Characteristics[teatment]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [AGE]	FactorValue [CELL TYPE]	FactorValue [DEVELOPMENTAL STAGE]	FactorValue [GENOTYPE]	FactorValue [LONGITUDINAL ZONE]	FactorValue [MARKER LINE]	FactorValue [MEDIA]	FactorValue [TEATMENT]	FactorValue [TREATMENT]
GSM744739 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the cortex	Arabidopsis root cells, cortex, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	cortex	  	Columbia	  	  	pCOR315.1::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744739 extract 1	total RNA	P-GSE30166-14	GSM744739 LE 1	biotin	P-GSE30166-15	GSM744739	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744739.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744739_sample_table.txt norm	GSM744739_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	cortex	not specified	not specified	not specified	pCOR315.1::GFP	pH 4.6	not specified	not specified
GSM744738 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the cortex	Arabidopsis root cells, cortex, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	cortex	  	Columbia	  	  	pCOR315.1::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744738 extract 1	total RNA	P-GSE30166-14	GSM744738 LE 1	biotin	P-GSE30166-15	GSM744738	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744738.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744738_sample_table.txt norm	GSM744738_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	cortex	not specified	not specified	not specified	pCOR315.1::GFP	pH 4.6	not specified	not specified
GSM744737 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the epidermis and lateral root cap	Arabidopsis root cells, epidermis and lateral root cap, pH 5.7, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	epidermis and lateral root cap	  	Columbia	  	  	pWER::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744737 extract 1	total RNA	P-GSE30166-14	GSM744737 LE 1	biotin	P-GSE30166-15	GSM744737	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744737.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744737_sample_table.txt norm	GSM744737_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	epidermis and lateral root cap	not specified	not specified	not specified	pWER::GFP	pH 5.7	not specified	not specified
GSM744736 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the epidermis and lateral root cap	Arabidopsis root cells, epidermis and lateral root cap, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	epidermis and lateral root cap	  	Columbia	  	  	pWER::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744736 extract 1	total RNA	P-GSE30166-14	GSM744736 LE 1	biotin	P-GSE30166-15	GSM744736	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744736.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744736_sample_table.txt norm	GSM744736_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	epidermis and lateral root cap	not specified	not specified	not specified	pWER::GFP	pH 5.7	not specified	not specified
GSM744735 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the epidermis and lateral root cap	Arabidopsis root cells, epidermis and lateral root cap, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	epidermis and lateral root cap	  	Columbia	  	  	pWER::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744735 extract 1	total RNA	P-GSE30166-14	GSM744735 LE 1	biotin	P-GSE30166-15	GSM744735	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744735.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744735_sample_table.txt norm	GSM744735_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	epidermis and lateral root cap	not specified	not specified	not specified	pWER::GFP	pH 5.7	not specified	not specified
GSM744734 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the epidermis and lateral root cap	Arabidopsis root cells, epidermis and lateral root cap, pH 4.6, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	epidermis and lateral root cap	  	Columbia	  	  	pWER::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744734 extract 1	total RNA	P-GSE30166-14	GSM744734 LE 1	biotin	P-GSE30166-15	GSM744734	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744734.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744734_sample_table.txt norm	GSM744734_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	epidermis and lateral root cap	not specified	not specified	not specified	pWER::GFP	pH 4.6	not specified	not specified
GSM744733 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the epidermis and lateral root cap	Arabidopsis root cells, epidermis and lateral root cap, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	epidermis and lateral root cap	  	Columbia	  	  	pWER::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744733 extract 1	total RNA	P-GSE30166-14	GSM744733 LE 1	biotin	P-GSE30166-15	GSM744733	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744733.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744733_sample_table.txt norm	GSM744733_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	epidermis and lateral root cap	not specified	not specified	not specified	pWER::GFP	pH 4.6	not specified	not specified
GSM744732 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the epidermis and lateral root cap	Arabidopsis root cells, epidermis and lateral root cap, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	epidermis and lateral root cap	  	Columbia	  	  	pWER::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744732 extract 1	total RNA	P-GSE30166-14	GSM744732 LE 1	biotin	P-GSE30166-15	GSM744732	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744732.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744732_sample_table.txt norm	GSM744732_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	epidermis and lateral root cap	not specified	not specified	not specified	pWER::GFP	pH 4.6	not specified	not specified
GSM744731 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the columella root cap	Arabidopsis root cells, columella root cap, pH 5.7, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	columella root cap	  	Columbia	  	  	Pet111::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744731 extract 1	total RNA	P-GSE30166-14	GSM744731 LE 1	biotin	P-GSE30166-15	GSM744731	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744731.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744731_sample_table.txt norm	GSM744731_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	columella root cap	not specified	not specified	not specified	Pet111::GFP	pH 5.7	not specified	not specified
GSM744730 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the columella root cap	Arabidopsis root cells, columella root cap, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	columella root cap	  	Columbia	  	  	Pet111::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744730 extract 1	total RNA	P-GSE30166-14	GSM744730 LE 1	biotin	P-GSE30166-15	GSM744730	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744730.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744730_sample_table.txt norm	GSM744730_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	columella root cap	not specified	not specified	not specified	Pet111::GFP	pH 5.7	not specified	not specified
GSM744729 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the columella root cap	Arabidopsis root cells, columella root cap, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	columella root cap	  	Columbia	  	  	Pet111::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744729 extract 1	total RNA	P-GSE30166-14	GSM744729 LE 1	biotin	P-GSE30166-15	GSM744729	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744729.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744729_sample_table.txt norm	GSM744729_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	columella root cap	not specified	not specified	not specified	Pet111::GFP	pH 5.7	not specified	not specified
GSM744728 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the columella root cap	Arabidopsis root cells, columella root cap, pH 4.6, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	columella root cap	  	Columbia	  	  	Pet111::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744728 extract 1	total RNA	P-GSE30166-14	GSM744728 LE 1	biotin	P-GSE30166-15	GSM744728	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744728.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744728_sample_table.txt norm	GSM744728_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	columella root cap	not specified	not specified	not specified	Pet111::GFP	pH 4.6	not specified	not specified
GSM744727 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the columella root cap	Arabidopsis root cells, columella root cap, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	columella root cap	  	Columbia	  	  	Pet111::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744727 extract 1	total RNA	P-GSE30166-14	GSM744727 LE 1	biotin	P-GSE30166-15	GSM744727	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744727.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744727_sample_table.txt norm	GSM744727_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	columella root cap	not specified	not specified	not specified	Pet111::GFP	pH 4.6	not specified	not specified
GSM744726 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the columella root cap	Arabidopsis root cells, columella root cap, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	columella root cap	  	Columbia	  	  	Pet111::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744726 extract 1	total RNA	P-GSE30166-14	GSM744726 LE 1	biotin	P-GSE30166-15	GSM744726	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744726.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744726_sample_table.txt norm	GSM744726_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	columella root cap	not specified	not specified	not specified	Pet111::GFP	pH 4.6	not specified	not specified
GSM744699 1	  	  	protoplasted and sorted whole roots 24 hours after transfer to low pH, rep 3	protoplasted roots_pH 4.6_replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	root cells from whole roots	Columbia	  	  	  	  	  	P-GSE30166-5	P-GSE30166-4	P-GSE30166-6	GSM744699 extract 1	total RNA	P-GSE30166-7	GSM744699 LE 1	biotin	P-GSE30166-8	GSM744699	A-AFFY-2	  	P-GSE30166-9	P-GSE30166-10	GSM744699.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744699_sample_table.txt norm	GSM744699_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	root cells from whole roots	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 24H
GSM744698 1	  	  	protoplasted and sorted whole roots 24 hours after transfer to low pH, rep 2	protoplasted roots_pH 4.6_replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	root cells from whole roots	Columbia	  	  	  	  	  	P-GSE30166-5	P-GSE30166-4	P-GSE30166-6	GSM744698 extract 1	total RNA	P-GSE30166-7	GSM744698 LE 1	biotin	P-GSE30166-8	GSM744698	A-AFFY-2	  	P-GSE30166-9	P-GSE30166-10	GSM744698.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744698_sample_table.txt norm	GSM744698_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	root cells from whole roots	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 24H
GSM744697 1	  	  	protoplasted and sorted whole roots 24 hours after transfer to low pH, rep 1	protoplasted roots_pH 4.6_replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	root cells from whole roots	Columbia	  	  	  	  	  	P-GSE30166-5	P-GSE30166-4	P-GSE30166-6	GSM744697 extract 1	total RNA	P-GSE30166-7	GSM744697 LE 1	biotin	P-GSE30166-8	GSM744697	A-AFFY-2	  	P-GSE30166-9	P-GSE30166-10	GSM744697.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744697_sample_table.txt norm	GSM744697_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	root cells from whole roots	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 24H
