PROBE	ID	ALIAS
245655_at	AT1G56530	AT1G56530
245656_at	AT1G56620	AT1G56620
245657_at	AT1G56720	AT1G56720
245658_at	AT1G28270	RALFL4
245659_at	AT1G28260	AT1G28260
245660_at	AT1G28240	AT1G28240
245661_at	AT1G28220	ATPUP3
245662_at	AT1G28190	AT1G28190
245663_at	AT1G28170	SOT7
245664_at	AT1G28327	AT1G28327
245665_at	AT1G28250	AT1G28250
245666_at	AT1G28280	AT1G28280
245667_at	AT1G28200	FIP1
245668_at	AT1G28330	DYL1
245669_at	AT1G28300	LEC2
245670_at	AT1G28210	ATJ1
245671_at	AT1G28230	PUP1
245672_at	AT1G56710	AT1G56710
245673_at	AT1G56690	AT1G56690
245674_at	AT1G56680	AT1G56680
245675_at	AT1G56675	AT1G56675
245676_at	AT1G56670	AT1G56670
245677_at	AT1G56660	AT1G56660
245678_at	AT1G56610	AT1G56610
245679_at	AT1G56590	ZIP4
245680_at	AT1G56570	AT1G56570
245681_at	AT1G56560	AT1G56560
245682_at	AT5G08750	AT5G08750
245683_at	AT5G22030	UBP8
245684_at	AT5G22000	RHF2A
245685_at	AT5G22220	E2F1
245686_at	AT5G22060	J2
245687_at	AT1G28320	DEG15
245688_at	AT1G28290	AGP31
245689_at	AT5G04120	AT5G04120
245690_at	AT5G04230	PAL3
245691_at	AT5G04240	ELF6
245692_at	AT5G04150	BHLH101
245693_at	AT5G04260	WCRKC2
245694_at	AT5G04170	AT5G04170
245695_at	AT5G04270	AT5G04270
245696_at	AT5G04190	PKS4
245697_at	AT5G04200	AtMC9
245698_at	AT5G04160	AT5G04160
245699_at	AT5G04250	AT5G04250
245700_at	AT5G04180	ACA3
245701_at	AT5G04140	GLU1
245702_at	AT5G04220	SYTC
245703_at	AT5G04380	AT5G04380
245704_at	AT5G04290	KTF1
245705_at	AT5G04390	AT5G04390
245706_at	AT5G04300	AT5G04310
245707_at	AT5G04400	anac077
245708_at	AT5G04310	AT5G04310
245709_at	AT5G04320	AT5G04320
245710_at	AT5G04330	AT5G04330
245711_at	AT5G04340	ZAT6
245712_at	AT5G04360	ATLDA
245713_at	AT5G04370	NAMT1
245714_at	AT5G04280	AT5G04280
245715_s_at	AT5G08690	AT5G08690
245716_at	AT5G08740	NDC1
245717_at	AT5G33390	AT5G33390
245718_at	AT5G04100	GYRB3
245719_at	AT5G04110	GYRB3
245720_at	AT5G04210	AT5G04210
245721_s_at	AT1G73460	AT1G73460
245722_at	AT1G73430	AT1G73430
245723_at	AT1G73400	AT1G73400
245724_at	AT1G73390	AT1G73390
245725_at	AT1G73370	SUS6
245726_at	AT1G73360	HDG11
245727_at	AT1G73350	AT1G73350
245728_at	AT1G73340	AT1G73340
245729_at	AT1G73490	AT1G73490
245730_at	AT1G73470	AT1G73470
245731_at	AT1G73500	MKK9
245732_at	AT1G73440	AT1G73440
245733_at	AT1G73380	AT1G73380
245734_at	AT1G73480	AT1G73480
245735_at	AT1G73410	MYB54
245736_at	AT1G73330	ATDR4
245737_at	AT1G44160	AT1G44160
245738_at	AT1G44130	AT1G44130
245739_at	AT1G44110	CYCA1;1
245740_at	AT1G44100	AAP5
245741_at	AT1G44120	AT1G44120
245742_at	AT1G44170	ALDH3H1
245743_at	AT1G51080	AT1G51080
245744_at	AT1G51110	AT1G51110
245745_at	AT1G51115	AT1G51110
245746_at	AT1G51070	bHLH115
245747_at	AT1G51100	AT1G51100
245748_at	AT1G51140	AT1G51140
245749_at	AT1G51090	AT1G51090
245750_at	AT1G51060	HTA10
245751_s_at	AT1G25988	AT1G25988
245752_at	AT1G35150	AT1G35150
245753_at	AT1G35143	AT1G35143
245754_at	AT1G35183	AT1G35183
245755_at	AT1G35210	AT1G35210
245756_at	AT1G35190	AT1G35190
245757_at	AT1G35140	PHI-1
245758_at	AT1G32240	KAN2
245759_at	AT1G66900	AT1G66900
245760_s_at	AT1G66920	AT1G66920
245761_at	AT1G66890	AT1G66890
245762_at	AT1G27880	AT1G27880
245763_at	AT1G27850	AT1G27850
245764_s_at	AT1G27840	ATCSA-1
245765_at	AT1G33600	AT1G33600
245766_at	AT1G33580	AT1G33580
245767_at	AT1G33610	AT1G33612
245768_at	AT1G33590	AT1G33590
245769_at	AT1G30220	INT2
245770_at	AT1G30240	AT1G30240
245771_at	AT1G30250	AT1G30250
245772_at	AT1G30300	AT1G30300
245773_at	AT1G30290	AT1G30290
245774_at	AT1G30210	TCP24
245775_at	AT1G30270	CIPK23
245776_at	AT1G30260	AT1G30260
245777_at	AT1G73540	atnudt21
245778_at	AT1G73530	AT1G73530
245779_at	AT1G73510	AT1G73510
245780_at	AT1G45688	AT1G45688
245781_at	AT1G45976	SBP1
245782_at	AT1G35200	AT1G35200
245783_s_at	AT1G35180	AT1G35180
245784_at	AT1G32190	AT1G32190
245785_at	AT1G32180	ATCSLD6
245786_at	AT1G32150	bZIP68
245787_at	AT1G32130	IWS1
245788_at	AT1G32120	AT1G32120
245789_at	AT1G32090	AT1G32090
245790_at	AT1G32200	ATS1
245791_at	AT1G32210	ATDAD1
245792_at	AT1G32100	PRR1
245793_at	AT1G32220	AT1G32220
245794_at	AT1G32170	XTR4
245795_at	AT1G32160	AT1G32160
245796_at	AT1G32230	RCD1
245797_at	AT1G45261	AT1G45230
245798_at	AT1G45545	AT1G45545
245799_at	AT1G45616	AtRLP6
245800_at	AT1G46264	HSFB4
245801_at	AT1G46912	AT1G46912
245802_at	AT1G46840	AT1G46840
245803_at	AT1G47128	RD21
245804_at	AT1G46696	AT1G46696
245805_at	AT1G46336	AT1G46336
245806_at	AT1G45474	LHCA5
245807_at	AT1G46768	RAP2.1
245808_at	AT1G58470	ATRBP1
245809_at	AT1G58440	XF1
245810_at	AT1G37607	AT1G37607
245811_at	AT1G37826	AT1G37826
245812_at	AT1G37900	AT1G37900
245813_at	AT1G49920	AT1G49920
245814_at	AT1G49910	BUB3.2
245815_at	AT1G26090	AT1G26090
245816_at	AT1G26210	SOFL1
245817_at	AT1G26160	AT1G26160
245818_at	AT1G26100	AT1G26100
245819_at	AT1G26310	CAL
245820_at	AT1G26320	AT1G26320
245821_at	AT1G26270	AT1G26270
245822_at	AT1G26110	DCP5
245823_at	AT1G57906	AT1G57906
245824_at	AT1G57943	ATPUP17
245825_at	AT1G57870	ATSK42
245826_at	AT1G57850	AT1G57850
245827_at	AT1G57830	AT1G57830
245828_at	AT1G57820	VIM1
245829_at	AT1G57780	AT1G57780
245830_at	AT1G57790	AT1G57790
245831_at	AT1G48840	AT1G48840
245832_at	AT1G48850	EMB1144
245833_at	AT1G42220	AT1G42220
245834_at	AT1G42200	AT1G42200
245835_at	AT1G42190	AT1G42190
245836_at	AT1G42250	AT1G42250
245837_at	AT1G58450	AT1G58450
245838_at	AT1G58410	AT1G58410
245839_at	AT1G58390	AT1G58390
245840_at	AT1G58420	AT1G58420
245841_s_at	AT1G58380	XW6
245842_at	AT1G58430	RXF26
245843_at	AT1G26180	AT1G26180
245844_at	AT1G26170	AT1G26170
245845_at	AT1G26150	PERK10
245846_at	AT1G26130	AT1G26130
245847_at	AT5G11050	MYB64
245848_at	AT5G13480	FY
245849_at	AT5G13520	AT5G13520
245850_at	AT5G13530	KEG
245851_at	AT5G13540	KEG
245852_at	AT5G13510	AT5G13510
245853_at	AT5G13500	AT5G13500
245854_at	AT5G13490	AAC2
245855_at	AT5G13550	SULTR4;1
245856_at	AT5G28240	AT5G28240
245857_at	AT5G28270	AT5G28270
245858_at	AT5G28280	AT5G28280
245859_at	AT5G28290	ATNEK3
245860_at	AT5G28310	AT5G28310
245861_at	AT5G28300	AT5G28300
245862_at	AT5G01010	AT5G01010
245863_s_at	AT1G58050	AT1G58050
245864_at	AT1G58070	AT1G58070
245865_at	AT1G58025	AT1G58025
245866_s_at	AT1G57990	ATPUP18
245867_at	AT1G58080	ATATP-PRT1
245868_at	AT1G58032	CAT2
245869_at	AT1G26330	AT1G26330
245870_at	AT1G26300	AT1G26300
245871_at	AT1G26290	AT1G26290
245872_at	AT1G26280	AT1G26300
245873_at	AT1G26260	CIB5
245874_at	AT1G26250	AT1G26250
245875_at	AT1G26240	AT1G26240
245876_at	AT1G26230	AT1G26230
245877_at	AT1G26220	AT1G26220
245878_at	AT1G26190	AT1G26190
245879_at	AT5G09420	ATTOC64-V
245880_at	AT5G09430	AT5G09430
245881_at	AT5G09460	AT5G09460
245882_at	AT5G09470	DIC3
245883_at	AT5G09500	AT5G09500
245884_at	AT5G09300	AT5G09300
245885_at	AT5G09440	EXL4
245886_at	AT5G09510	AT5G09510
245887_at	AT5G09390	AT5G09390
245888_at	AT5G09450	AT5G09450
245889_at	AT5G09480	AT5G09480
245890_at	AT5G09490	AT5G09490
245891_at	AT5G09220	AAP2
245892_at	AT5G09370	AT5G09370
245893_at	AT5G09270	AT5G09270
245894_at	AT5G09310	AT5G09310
245895_at	AT5G09230	SRT2
245896_at	AT5G09250	KIWI
245897_at	AT5G09400	KUP7
245898_at	AT5G11015	AT5G11020
245899_at	AT5G11030	ALF4
245900_at	AT5G11040	TRS120
245901_at	AT5G11060	KNAT4
245902_at	AT5G11080	AT5G11080
245903_at	AT5G11100	SYTD
245904_at	AT5G11110	ATSPS2F
245905_at	AT5G11090	AT5G11090
245906_at	AT5G11070	AT5G11070
245907_at	AT5G09340	AT5G09340
245908_at	AT5G09360	LAC14
245909_at	AT5G09380	AT5G09380
245910_at	AT5G09410	EICBP.B
245911_at	AT5G19690	STT3A
245912_at	AT5G19600	SULTR3;5
245913_at	AT5G19860	AT5G19860
245914_at	AT5G19620	OEP80
245915_s_at	AT5G19770	TUA3
245916_at	AT5G28720	AT5G28720
245917_at	AT5G28740	AT5G28740
245918_at	AT5G28760	AT5G28760
245919_at	AT5G28780	AT5G28780
245920_at	AT5G28790	AT5G28790
245921_at	AT5G28800	AT5G28800
245922_at	AT5G28810	AT5G28810
245923_at	AT5G28820	AT5G28820
245924_at	AT5G28750	AT5G28750
245925_at	AT5G28770	BZO2H3
245926_at	AT5G24740	AT5G24740
245927_at	AT5G24750	AT5G24750
245928_s_at	AT5G24780	VSP1
245929_at	AT5G24760	AT5G24760
245930_at	AT5G09240	AT5G09240
245931_at	AT5G09280	AT5G09280
245932_at	AT5G09290	AT5G09290
245933_at	AT5G09320	VPS9B
245934_at	AT5G09330	anac082
245935_at	AT5G19840	AT5G19840
245936_at	AT5G19850	AT5G19850
245937_at	AT5G19750	AT5G19750
245938_at	AT5G19680	AT5G19680
245939_at	AT5G19760	AT5G19760
245940_at	AT5G19630	AT5G19630
245941_at	AT5G19820	emb2734
245942_at	AT5G19490	AT5G19490
245943_at	AT5G19500	AT5G19500
245944_at	AT5G19520	MSL9
245945_at	AT5G19560	ROPGEF10
245946_at	AT5G19580	AT5G19580
245947_at	AT5G19530	ACL5
245948_at	AT5G19540	AT5G19540
245949_at	AT5G19510	AT5G19510
245950_at	AT5G19570	AT5G19570
245951_at	AT5G19550	ASP2
245952_at	AT5G28500	AT5G28500
245953_at	AT5G28520	AT5G28520
245954_at	AT5G28530	FRS10
245955_at	AT5G28510	BGLU24
245956_s_at	AT5G28540	BIP2
245957_at	AT5G19590	AT5G19590
245958_at	AT5G19610	GNL2
245959_at	AT5G19640	AT5G19640
245960_at	AT5G19660	S1P
245961_at	AT5G19670	AT5G19670
245962_at	AT5G19700	AT5G19700
245963_at	AT5G19710	AT5G19710
245964_at	AT5G19720	AT5G19720
245965_at	AT5G19730	AT5G19730
245966_at	AT5G19790	RAP2.11
245967_at	AT5G19800	AT5G19800
245968_at	AT5G19810	AT5G19810
245969_at	AT5G19830	AT5G19830
245970_at	AT5G20710	BGAL7
245971_at	AT5G20730	NPH4
245972_at	AT5G20680	TBL16
245973_at	AT5G32490	AT5G32490
245974_at	AT5G32510	AT5G32510
245975_at	AT5G13070	AT5G13070
245976_at	AT5G13080	WRKY75
245977_at	AT5G13110	G6PD2
245978_at	AT5G13130	AT5G13130
245979_at	AT5G13150	ATEXO70C1
245980_at	AT5G13140	AT5G13140
245981_at	AT5G13100	AT5G13100
245982_at	AT5G13170	SAG29
245983_at	AT5G13050	5-FCL
245984_at	AT5G13090	AT5G13090
245985_at	AT5G13120	CYP20-2
245986_at	AT5G13160	PBS1
245987_at	AT5G13180	ANAC083
245988_at	AT5G20610	AT5G20610
245989_s_at	AT5G20620	UBQ4
245990_at	AT5G20640	AT5G20640
245991_at	AT5G20660	AT5G20660
245992_at	AT5G20690	AT5G20690
245993_at	AT5G20700	AT5G20700
245994_at	AT5G20760	AT5G20760
245995_at	AT5G20770	AT5G20770
245996_at	AT5G20800	AT5G20800
245997_at	AT5G20810	AT5G20810
245998_at	AT5G20830	SUS1
245999_at	AT5G20650	COPT5
246000_at	AT5G20820	AT5G20820
246001_at	AT5G20790	AT5G20790
246002_at	AT5G20740	AT5G20740
246003_at	AT5G20720	CPN20
246004_at	AT5G20630	GER3
246005_at	AT5G08415	AT5G08415
246006_at	AT5G08290	YLS8
246007_at	AT5G08410	FTRA2
246008_at	AT5G08320	AT5G08320
246009_at	AT5G08335	ATSTE14B
246010_at	AT5G08440	AT5G08440
246011_at	AT5G08330	AT5G08330
246012_at	AT5G10650	AT5G10650
246013_at	AT5G10660	AT5G10660
246014_at	AT5G10680	AT5G10680
246015_at	AT5G10700	AT5G10700
246016_at	AT5G10720	AHK5
246017_at	AT5G10730	AT5G10730
246018_at	AT5G10695	AT5G10695
246019_at	AT5G10690	AT5G10690
246020_at	AT5G10710	AT5G10710
246021_at	AT5G21100	AT5G21100
246022_at	AT5G21110	AT5G21110
246023_at	AT5G21120	EIL2
246024_at	AT5G21130	AT5G21130
246025_at	AT5G21150	AGO9
246026_at	AT5G21070	AT5G21070
246027_at	AT5G21060	AT5G21060
246028_at	AT5G21170	AKINBETA1
246029_at	AT5G21090	AT5G21090
246030_at	AT5G21105	AT5G21105
246031_at	AT5G21160	AT5G21160
246032_s_at	AT5G32480	AT5G32480
246033_at	AT5G08280	HEMC
246034_at	AT5G08350	AT5G08350
246035_at	AT5G08300	AT5G08300
246036_at	AT5G08370	AtAGAL2
246037_at	AT5G19420	AT5G19420
246038_s_at	AT5G19470	atnudt20
246039_at	AT5G19480	AT5G19480
246040_at	AT5G19370	AT5G19370
246041_at	AT5G19290	AT5G19290
246042_at	AT5G19440	AT5G19440
246043_at	AT5G19380	CLT1
246044_at	AT5G19450	CDPK19
246045_at	AT5G19430	AT5G19430
246046_at	AT5G28860	AT5G28860
246047_at	AT5G28870	AT5G28870
246048_at	AT5G28880	AT5G28880
246049_at	AT5G28890	AT5G28890
246050_s_at	AT5G28900	AT5G28900
246051_at	AT5G28840	GME
246052_at	AT5G08310	AT5G08305
246053_at	AT5G08340	AT5G08340
246054_at	AT5G08360	AT5G08360
246055_at	AT5G08380	AtAGAL1
246056_at	AT5G08390	AT5G08390
246057_at	AT5G08400	AT5G08400
246058_at	AT5G08430	AT5G08430
246059_at	AT5G08450	AT5G08450
246060_at	AT5G08420	AT5G08420
246061_at	AT5G19320	RANGAP2
246062_at	AT5G19330	ARIA
246063_at	AT5G19340	AT5G19340
246064_at	AT5G19350	AT5G19350
246065_at	AT5G19360	CPK34
246066_at	AT5G19400	SMG7
246067_at	AT5G19410	AT5G19410
246068_at	AT5G20290	AT5G20290
246069_at	AT5G20220	AT5G20220
246070_at	AT5G20160	AT5G20160
246071_at	AT5G20150	SPX1
246072_at	AT5G20240	PI
246073_at	AT5G20180	AT5G20180
246074_at	AT5G20130	AT5G20130
246075_at	AT5G20410	MGD2
246076_at	AT5G20280	ATSPS1F
246077_at	AT5G20420	CHR42
246078_s_at	AT5G20440	AT5G20440
246079_at	AT5G20450	AT5G20450
246080_at	AT5G20460	AT5G20460
246081_s_at	AT5G20470	XIK
246082_at	AT5G20480	EFR
246083_at	AT5G20510	AL5
246084_at	AT5G20530	ATBRXL4
246085_at	AT5G20540	ATBRXL4
246086_at	AT5G20560	AT5G20560
246087_at	AT5G20580	AT5G20580
246088_at	AT5G20600	AT5G20600
246089_at	AT5G20570	RBX1
246090_at	AT5G20520	WAV2
246091_at	AT5G20590	TBL5
246092_at	AT5G20500	AT5G20500
246093_at	AT5G20550	AT5G20550
246094_at	AT5G19300	AT5G19300
246095_at	AT5G19310	AT5G19310
246096_at	AT5G20330	BETAG4
246097_at	AT5G20270	HHP1
246098_at	AT5G20400	AT5G20400
246099_at	AT5G20230	ATBCB
246100_at	AT5G32570	AT5G32570
246101_at	AT5G32580	AT5G32580
246102_at	AT5G32590	AT5G32590
246103_at	AT5G28640	AN3
246104_at	AT5G28650	WRKY74
246105_at	AT5G28670	AT5G28670
246106_at	AT5G28680	ANX2
246107_at	AT5G28700	AT5G28700
246108_at	AT5G28630	AT5G28630
246109_at	AT5G20120	AT5G20120
246110_at	AT5G20140	AT5G20140
246111_at	AT5G20170	AT5G20170
246112_at	AT5G20200	AT5G20200
246113_at	AT5G20210	AT5G20210
246114_at	AT5G20250	DIN10
246115_at	AT5G20300	AT5G20300
246116_at	AT5G20310	AT5G20310
246117_at	AT5G20320	DCL4
246118_at	AT5G20340	BG5
246119_at	AT5G20350	TIP1
246120_at	AT5G20360	AT5G20360
246121_at	AT5G20370	AT5G20370
246122_at	AT5G20380	PHT4;5
246123_at	AT5G20390	AT5G20390
246124_at	AT5G20060	AT5G20060
246125_at	AT5G19875	AT5G19875
246126_at	AT5G20070	ATNUDX19
246127_s_at	AT5G32530	AT5G32530
246128_at	AT5G32540	AT5G32540
246129_at	AT5G32550	AT5G32550
246130_at	AT5G32560	AT5G32560
246131_at	AT5G20990	B73
246132_at	AT5G20850	ATRAD51
246133_at	AT5G20960	AAO1
246134_at	AT5G20930	TSL
246135_at	AT5G20885	AT5G20885
246136_at	AT5G28470	AT5G28470
246137_at	AT5G28490	LSH1
246138_at	AT5G19870	AT5G19870
246139_at	AT5G19900	AT5G19900
246140_at	AT5G19910	MED31
246141_at	AT5G19920	AT5G19920
246142_at	AT5G19970	AT5G19970
246143_at	AT5G19980	GONST4
246144_at	AT5G20110	AT5G20110
246145_at	AT5G19880	AT5G19880
246146_at	AT5G20050	AT5G20050
246147_s_at	AT5G20000	RPT6A
246148_at	AT5G19960	AT5G19960
246149_at	AT5G19890	AT5G19890
246150_at	AT5G19930	AT5G19930
246151_at	AT5G19950	AT5G19950
246152_at	AT5G20040	IPT9
246153_s_at	AT5G20010	RAN-1
246154_at	AT5G19940	AT5G19940
246155_at	AT5G20030	AT5G20030
246156_at	AT5G20090	AT5G20090
246157_at	AT5G20080	AT5G20080
246158_at	AT5G19855	AT5G19855
246159_at	AT5G20935	AT5G20935
246160_at	AT5G21040	FBX2
246161_at	AT5G20900	JAZ12
246162_at	AT4G36400	AT4G36400
246163_at	AT5G32600	AT5G32600
246164_at	AT5G32610	AT5G32610
246165_at	AT5G32400	AT5G32400
246166_at	AT5G32410	AT5G32410
246167_at	AT5G32430	AT5G32430
246168_at	AT5G32460	AT5G32460
246169_at	AT5G32470	AT5G32470
246170_at	AT5G32450	AT5G32450
246171_at	AT5G32440	AT5G32440
246172_s_at	AT5G28360	ACS1
246173_s_at	AT5G28370	AT5G28370
246174_s_at	AT5G28380	AT5G28380
246175_s_at	AT5G28400	AT5G28400
246176_at	AT5G28410	AT5G28410
246177_at	AT5G28420	AT5G28420
246178_s_at	AT5G28430	AT5G28430
246179_at	AT5G28440	AT5G28442
246180_at	AT5G20840	AT5G20840
246181_at	AT5G20860	AT5G20860
246182_at	AT5G20870	AT5G20870
246183_at	AT5G20940	AT5G20940
246184_at	AT5G20950	AT5G20950
246185_at	AT5G20980	ATMS3
246186_at	AT5G21030	AT5G21030
246187_at	AT5G21020	AT5G21020
246188_at	AT5G21050	AT5G21050
246189_at	AT5G20910	AT5G20910
246190_at	AT5G21010	ATBPM5
246191_at	AT5G20890	AT5G20890
246192_at	AT5G20920	EIF2_BETA
246193_at	AT5G20880	AT5G20880
246194_at	AT4G37000	ACD2
246195_at	AT4G36410	UBC17
246196_at	AT4G37090	AT4G37090
246197_at	AT4G37010	CEN2
246198_at	AT4G36810	GGPS1
246199_at	AT4G36530	AT4G36530
246200_at	AT4G37240	AT4G37240
246201_at	AT4G36750	AT4G36750
246202_at	AT4G37040	MAP1D
246203_at	AT4G36610	AT4G36610
246204_at	AT4G37020	AT4G37020
246205_at	AT4G36970	AT4G36970
246206_at	AT4G36655	PBRP
246207_at	AT4G36960	AT4G36960
246208_at	AT4G36490	SFH12
246209_at	AT4G36870	BLH2
246210_at	AT4G36420	AT4G36420
246211_at	AT4G36730	GBF1
246212_at	AT4G36930	SPT
246213_at	AT4G36480	ATLCB1
246214_at	AT4G36990	HSF4
246215_at	AT4G37180	AT4G37180
246216_at	AT4G36380	ROT3
246217_at	AT4G36920	AP2
246218_at	AT4G36800	RCE1
246219_at	AT4G36760	APP1
246220_at	AT4G37210	AT4G37210
246221_at	AT4G37120	SMP2
246222_at	AT4G36900	RAP2.10
246223_at	AT4G36890	IRX14
246224_at	AT4G36590	AT4G36590
246225_at	AT4G36910	LEJ2
246226_at	AT4G37200	HCF164
246227_at	AT4G36510	AT4G36510
246228_at	AT4G36430	AT4G36430
246229_at	AT4G37160	sks15
246230_at	AT4G36710	AT4G36710
246231_at	AT4G37080	AT4G37080
246232_at	AT4G36630	EMB2754
246233_at	AT4G36550	AT4G36550
246234_at	AT4G37280	AT4G37280
246235_at	AT4G36830	HOS3-1
246236_at	AT4G36470	AT4G36470
246237_at	AT4G36390	AT4G36390
246238_at	AT4G36670	AT4G36670
246239_at	AT4G36790	AT4G36790
246240_at	AT4G37130	AT4G37130
246241_at	AT4G37050	PLP4
246242_at	AT4G36600	AT4G36600
246243_at	AT4G36520	AT4G36520
246244_at	AT4G37250	AT4G37250
246245_at	AT4G36440	AT4G36440
246246_at	AT4G37170	AT4G37170
246247_at	AT4G36640	AT4G36640
246248_at	AT4G36560	AT4G36560
246249_at	AT4G36680	AT4G36680
246250_at	AT4G36880	CP1
246251_at	AT4G37220	AT4G37220
246252_s_at	AT4G37070	PLP1
246253_at	AT4G37260	MYB73
246254_at	AT4G36450	ATMPK14
246255_at	AT4G36650	ATPBRP
246256_at	AT4G36770	AT4G36770
246257_at	AT4G36690	ATU2AF65A
246258_at	AT1G31840	AT1G31840
246259_at	AT1G31830	AT1G31830
246260_at	AT1G31820	AT1G31820
246261_at	AT1G31810	AFH14
246262_at	AT1G31790	AT1G31790
246263_at	AT1G31780	AT1G31780
246264_at	AT1G31814	FRL2
246265_at	AT1G31860	AT-IE
246266_at	AT1G31817	NFD3
246267_at	AT1G31812	ACBP6
246268_at	AT1G31800	CYP97A3
246269_at	AT4G37110	AT4G37110
246270_at	AT4G36500	AT4G36500
246271_at	AT4G37230	AT4G37230
246272_at	AT4G37150	MES9
246273_at	AT4G36700	AT4G36700
246274_at	AT4G36620	GATA19
246275_at	AT4G36540	BEE2
246276_at	AT4G37270	HMA1
246277_at	AT4G36460	AT4G36460
246278_at	AT4G37190	AT4G37190
246279_at	AT4G36740	ATHB40
246280_at	AT4G36660	AT4G36660
246281_at	AT4G36940	NAPRT1
246282_at	AT4G36580	AT4G36580
246283_at	AT4G36860	AT4G36860
246284_at	AT4G36780	BEH2
246285_at	AT4G36980	AT4G36980
246286_at	AT1G31910	AT1G31910
246287_at	AT1G31870	AT1G31870
246288_at	AT1G31850	AT1G31850
246289_at	AT3G56880	AT3G56880
246290_at	AT3G56800	CAM3
246291_at	AT3G56820	AT3G56820
246292_at	AT3G56860	UBA2A
246293_at	AT3G56710	SIB1
246294_at	AT3G56910	PSRP5
246295_at	AT3G56690	CIP111
246296_at	AT3G56750	AT3G56750
246297_at	AT3G51760	AT3G51760
246298_at	AT3G51770	ETO1
246299_at	AT3G51810	EM1
246300_at	AT3G51830	SAC8
246301_at	AT3G51850	CPK13
246302_at	AT3G51860	CAX3
246303_at	AT3G51870	AT3G51870
246304_at	AT3G51840	ACX4
246305_at	AT3G51890	AT3G51890
246306_at	AT3G51780	ATBAG4
246307_at	AT3G51800	ATG2
246308_at	AT3G51820	G4
246309_at	AT3G51790	ATG1
246310_at	AT3G51895	SULTR3;1
246311_at	AT3G51880	HMGB1
246312_at	AT1G31930	XLG3
246313_at	AT1G31920	AT1G31920
246314_at	AT3G56850	AREB3
246315_at	AT3G56870	AT3G56870
246316_at	AT3G56890	AT3G56890
246317_at	AT3G56900	AT3G56900
246318_at	AT3G56740	AT3G56740
246319_at	AT3G56680	AT3G56680
246320_at	AT1G16560	AT1G16560
246321_at	AT1G16640	AT1G16640
246322_at	AT1G16680	AT1G16680
246323_at	AT1G16690	AT1G16690
246324_at	AT1G16610	SR45
246325_at	AT1G16540	ABA3
246326_at	AT1G16590	REV7
246327_at	AT1G16670	AT1G16670
246328_at	AT3G43590	AT3G43590
246329_at	AT3G43610	AT3G43610
246330_at	AT3G43600	AAO2
246331_at	AT3G44820	AT3G44820
246332_at	AT3G44830	AT3G44830
246333_at	AT3G44840	AT3G44840
246334_at	AT3G44850	AT3G44850
246335_at	AT3G44880	ACD1
246336_at	AT3G44900	ATCHX4
246337_at	AT3G44910	CHX12
246338_s_at	AT3G44930	ATCHX10
246339_at	AT3G44890	RPL9
246340_s_at	AT3G44860	FAMT
246341_x_at	AT3G43150	AT3G43150
246342_at	AT3G56700	FAR6
246343_at	AT3G56720	AT3G56720
246344_at	AT3G56730	AT3G56730
246345_at	AT3G56760	AT3G56760
246346_at	AT3G56810	AT3G56810
246347_at	AT3G56830	AT3G56830
246348_at	AT3G56840	AT3G56840
246349_at	AT1G51915	AT1G51915
246350_at	AT1G16650	AT1G16650
246351_at	AT1G16570	AT1G16570
246352_at	AT1G39270	AT1G39270
246353_s_at	AT1G39190	AT1G39190
246354_at	AT1G38950	AT1G38950
246355_at	AT1G38470	AT1G38470
246356_x_at	AT1G40150	AT1G40150
246357_x_at	AT1G40550	AT1G40550
246358_x_at	AT1G40710	AT2G06570
246359_x_at	AT1G40871	AT1G40871
246360_at	AT1G40952	AT1G40952
246361_s_at	AT1G41114	AT1G41114
246362_at	AT1G41276	AT1G41276
246363_at	AT1G40390	AT1G40390
246364_at	AT1G40230	AT1G40230
246365_at	AT1G39750	AT1G39750
246366_at	AT1G51850	AT1G51850
246367_at	AT1G51880	RHS6
246368_at	AT1G51890	AT1G51890
246369_at	AT1G51910	AT1G51910
246370_at	AT1G51920	AT1G51920
246371_at	AT1G51940	AT1G51940
246372_at	AT1G51900	AT1G51900
246373_at	AT1G51860	AT1G51860
246374_at	AT1G51840	AT1G51840
246375_at	AT1G51830	AT1G51830
246376_at	AT1G51950	IAA18
246377_at	AT1G57550	AT1G57550
246378_at	AT1G57620	AT1G57620
246379_s_at	AT1G57660	AT1G57660
246380_at	AT1G57750	CYP96A15
246381_at	AT1G39430	AT1G39430
246382_at	AT1G39350	AT1G39350
246383_at	AT1G77360	AT1G77360
246384_at	AT1G77370	AT1G77370
246385_at	AT1G77390	CYCA1;2
246386_at	AT1G77410	BGAL16
246387_at	AT1G77400	AT1G77400
246388_at	AT1G77405	AT1G77405
246389_at	AT1G77380	AAP3
246390_at	AT1G77330	AT1G77330
246391_at	AT1G77350	AT1G77350
246392_at	AT1G58120	AT1G58120
246393_at	AT1G58150	AT1G58150
246394_at	AT1G58160	AT1G58160
246395_at	AT1G58170	AT1G58170
246396_at	AT1G58180	BCA6
246397_at	AT1G58190	AtRLP9
246398_at	AT1G58100	AT1G58100
246399_at	AT1G58110	AT1G58110
246400_at	AT1G57540	AT1G57540
246401_at	AT1G57560	AtMYB50
246402_at	AT1G57570	AT1G57570
246403_at	AT1G57590	AT1G57590
246404_at	AT1G57600	AT1G57600
246405_at	AT1G57630	AT1G57630
246406_at	AT1G57650	AT1G57650
246407_at	AT1G57670	AT1G57670
