PROBE	TID	ID	AGI	ENSEMBL	UNIGENE
262259_s_at	AT1G53870	AT1G53870	AT1G53870;AT1G53890	AT1G53870;AT1G53890	AT1G53870;AT1G53890
262253_s_at	AT1G53880	AT1G53880	AT1G53880;AT1G53900	AT1G53880;AT1G53900	AT1G53880;AT1G53900
262226_at	AT1G53885	AT1G53885	AT1G53885;AT1G53903	AT1G53885;AT1G53903	AT1G53885;AT1G53903
263153_s_at	AT1G54010	AT1G54010	AT1G54000;AT1G54010	AT1G54000;AT1G54010	AT1G54000;AT1G54010
262957_s_at	AT1G54250	AT1G54250	AT1G54250;AT3G59600	AT1G54250;AT3G59600	AT1G54250;AT3G59600
264189_s_at	AT1G54630	AT1G54630	AT1G54580;AT1G54630	AT1G54580;AT1G54630	AT1G54580;AT1G54630
265126_s_at	AT1G55380	AT1G55380	AT1G55380;AT1G55420	AT1G55380;AT1G55420	AT1G55380;AT1G55420
265069_at	AT1G55545	AT1G55545	AT1G55540	AT1G55540;AT1G55545	AT1G55540;AT1G55545
264533_s_at	AT1G55730	AT1G55730	AT1G55720;AT1G55730	AT1G55720;AT1G55730	AT1G55720;AT1G55730
264563_s_at	AT1G55750	AT1G55750	AT1G55750;AT3G61420	AT1G55750;AT3G61420	AT1G55750;AT3G61420
264543_at	AT1G55780	AT1G55780	AT1G55790	AT1G55780;AT1G55790	AT1G55780;AT1G55790
264544_s_at	AT1G55800	AT1G55800	AT1G55790;AT1G55800	AT1G55790;AT1G55800	AT1G55790;AT1G55800
262089_s_at	AT1G55980	AT1G55980	AT1G55980;AT1G56000	AT1G55980;AT1G56000	AT1G55980;AT1G56000
256216_at	AT1G56340	AT1G56340	AT1G56340	AT1G56340;AT3G04750	AT1G56340;AT3G04750
246379_s_at	AT1G57660	AT1G57660	AT1G57660;AT1G57860	AT1G57660;AT1G57860	AT1G57660;AT1G57860
245866_s_at	AT1G57990	AT1G57990	AT1G57980;AT1G57990	AT1G57980;AT1G57990	AT1G57980;AT1G57990
245863_s_at	AT1G58050	AT1G58050	AT1G58050;AT1G58060	AT1G58050;AT1G58060	AT1G58050;AT1G58060
256019_at	AT1G58260	AT1G58260	AT1G58260;AT1G58265	AT1G58260;AT1G58265	AT1G58260;AT1G58265
245218_s_at	AT1G58842	AT1G58842	AT1G58848;AT1G59218	AT1G58848;AT1G59218	AT1G58848;AT1G59218
245219_at	AT1G59124	AT1G59124	AT1G58807;AT1G59124	AT1G58807;AT1G59124	AT1G58807;AT1G59124
262099_s_at	AT1G59500	AT1G59500	AT1G59500;AT4G37390	AT1G59500;AT4G37390	AT1G59500;AT4G37390
262100_s_at	AT1G59550	AT1G59550	AT1G59550;AT4G14250	AT1G59550;AT4G14250	AT1G59550;AT4G14250
262911_s_at	AT1G59860	AT1G59860	AT1G07400;AT1G59860	AT1G07400;AT1G59860	AT1G07400;AT1G59860
263735_s_at	AT1G60040	AT1G60040	AT1G59810;AT1G60040	AT1G59810;AT1G60040	AT1G59810;AT1G60040
264221_s_at	AT1G60170	AT1G60170	AT1G60170	AT1G60170;AT3G60610	AT1G60170;AT3G60610
264273_s_at	AT1G60300	AT1G60300	AT1G60300;AT1G60340	AT1G60300;AT1G60340	AT1G60300;AT1G60340
264923_s_at	AT1G60740	AT1G60740	AT1G60740;AT1G65970	AT1G60740;AT1G65970	AT1G60740;AT1G65970
264922_s_at	AT1G60830	AT1G60830	AT1G60830;AT1G60900	AT1G60830;AT1G60900	AT1G60830;AT1G60900
259716_at	AT1G61000	AT1G61000	AT1G60995	AT1G60995;AT1G61000	AT1G60995;AT1G61000
264883_s_at	AT1G61250	AT1G61250	AT1G11180;AT1G61250	AT1G11180;AT1G61250	AT1G11180;AT1G61250
264881_s_at	AT1G61270	AT1G61270	AT1G61270;AT3G01760	AT1G61270;AT3G01760	AT1G61270;AT3G01760
257411_s_at	AT1G61320	AT1G61320	AT1G61320;AT1G61330	AT1G61320;AT1G61330	AT1G61320;AT1G61330
265007_s_at	AT1G61566	AT1G61566	AT1G61563;AT1G61566	AT1G61563;AT1G61566	AT1G61563;AT1G61566
260635_at	AT1G62420	AT1G62420	AT1G62422	AT1G62420;AT1G62422	AT1G62420;AT1G62422
265106_s_at	AT1G62590	AT1G62590	AT1G62590;AT1G63330	AT1G62590;AT1G63330	AT1G62590;AT1G63330
265107_s_at	AT1G62610	AT1G62610	AT1G62610;AT1G63380	AT1G62610;AT1G63380	AT1G62610;AT1G63380
265108_s_at	AT1G62620	AT1G62620	AT1G62620;AT1G63370	AT1G62620;AT1G63370	AT1G62620;AT1G63370
265109_s_at	AT1G62630	AT1G62630	AT1G62630;AT1G63360	AT1G62630;AT1G63360	AT1G62630;AT1G63360
261103_s_at	AT1G62900	AT1G62900	AT1G62900;AT1G63140	AT1G62900;AT1G63140	AT1G62900;AT1G63140
265105_s_at	AT1G63340	AT1G63340	AT1G62580;AT1G63340	AT1G62580;AT1G63340	AT1G62580;AT1G63340
261556_s_at	AT1G63390	AT1G63390	AT1G62600;AT1G63390	AT1G62600;AT1G63390	AT1G62600;AT1G63390
261555_s_at	AT1G63630	AT1G63630	AT1G63230;AT1G63630	AT1G63230;AT1G63630	AT1G63230;AT1G63630
262340_at	AT1G64105	AT1G64105	AT1G64100;AT1G64105	AT1G64100;AT1G64105	AT1G64100;AT1G64105
261974_at	AT1G64630	AT1G64630	AT1G64628;AT1G64630	AT1G64628;AT1G64630	AT1G64628;AT1G64630
266155_at	AT1G64950	AT1G64950	AT1G64950;AT2G12190	AT1G64950;AT2G12190	AT1G64950;AT2G12190
263111_s_at	AT1G65190	AT1G65190	AT1G65190;AT1G65250	AT1G65190;AT1G65250	AT1G65190;AT1G65250
264214_s_at	AT1G65330	AT1G65330	AT1G65300;AT1G65330	AT1G65300;AT1G65330	AT1G65300;AT1G65330
264163_at	AT1G65445	AT1G65445	AT1G65450	AT1G65445;AT1G65450	AT1G65445;AT1G65450
262926_s_at	AT1G65790	AT1G65790	AT1G65790;AT1G65800	AT1G65790;AT1G65800	AT1G65790;AT1G65800
261912_s_at	AT1G66000	AT1G66000	AT1G66000;AT1G66060	AT1G66000;AT1G66060	AT1G66000;AT1G66060
260130_s_at	AT1G66280	AT1G66280	AT1G66270;AT1G66280	AT1G66270;AT1G66280	AT1G66270;AT1G66280
256356_s_at	AT1G66500	AT1G66500	AT1G66500;AT5G43620	AT1G66500;AT5G43620	AT1G66500;AT5G43620
260132_s_at	AT1G66640	AT1G66640	AT1G66320;AT1G66640	AT1G66320;AT1G66640	AT1G66320;AT1G66640
256376_s_at	AT1G66690	AT1G66690	AT1G66690;AT1G66700	AT1G66690;AT1G66700	AT1G66690;AT1G66700
256369_at	AT1G66790	AT1G66790	AT1G66790;AT3G50674	AT1G66790;AT3G50674	AT1G66790;AT3G50674
245760_s_at	AT1G66920	AT1G66920	AT1G66910;AT1G66920	AT1G66910;AT1G66920	AT1G66910;AT1G66920
245187_s_at	AT1G67680	AT1G67680	AT1G67650;AT1G67680	AT1G67650;AT1G67680	AT1G67650;AT1G67680
259990_s_at	AT1G68050	AT1G68050	AT1G68050	AT1G68050;AT5G23410;AT5G42730	AT1G68050;AT5G23410;AT5G42730
259994_at	AT1G68130	AT1G68130	AT1G68130	AT1G68130;AT3G08580	AT1G68130;AT3G08580
260209_at	AT1G68550	AT1G68550	AT1G68550;AT1G68552	AT1G68550;AT1G68552	AT1G68550;AT1G68552
259369_s_at	AT1G69150	AT1G69150	AT1G69150;AT3G43890	AT1G69150;AT3G43890	AT1G69150;AT3G43890
260346_at	AT1G69320	AT1G69320	AT1G69320;AT1G69325	AT1G69320;AT1G69325	AT1G69320;AT1G69325
260418_s_at	AT1G69750	AT1G69750	AT1G66590;AT1G69750	AT1G66590;AT1G69750	AT1G66590;AT1G69750
264699_at	AT1G69980	AT1G69980	AT1G69980	AT1G69980;AT5G62690	AT1G69980;AT5G62690
264335_s_at	AT1G70320	AT1G70320	AT1G55860;AT1G70320	AT1G55860;AT1G70320	AT1G55860;AT1G70320
260180_at	AT1G70660	AT1G70660	AT1G70650;AT1G70660	AT1G70650;AT1G70660	AT1G70650;AT1G70660
260208_s_at	AT1G70670	AT1G70670	AT1G70670;AT1G70680	AT1G70670;AT1G70680	AT1G70670;AT1G70680
262306_s_at	AT1G70980	AT1G70980	AT1G70980;AT5G56680	AT1G70980;AT5G56680	AT1G70980;AT5G56680
259941_s_at	AT1G71280	AT1G71280	AT1G71280;AT1G71370	AT1G71280;AT1G71370	AT1G71280;AT1G71370
259939_s_at	AT1G71300	AT1G71300	AT1G71270;AT1G71300	AT1G71270;AT1G71300	AT1G71270;AT1G71300
259937_s_at	AT1G71330	AT1G71330	AT1G71330;AT3G13080	AT1G71330;AT3G13080	AT1G71330;AT3G13080
260172_s_at	AT1G71920	AT1G71920	AT1G71920;AT5G10330	AT1G71920;AT5G10330	AT1G71920;AT5G10330
256334_at	AT1G72120	AT1G72120	AT1G72125	AT1G72120;AT1G72125	AT1G72120;AT1G72125
260453_s_at	AT1G72510	AT1G72510	AT1G72510;AT2G09970	AT1G72510;AT2G09970	AT1G72510;AT2G09970
262374_s_at	AT1G72930	AT1G72930	AT1G72910;AT1G72930	AT1G72910;AT1G72930	AT1G72910;AT1G72930
262368_at	AT1G73060	AT1G73060	AT1G73060	AT1G73060;AT1G73066	AT1G73060;AT1G73066
262359_at	AT1G73070	AT1G73070	AT1G73066	AT1G73060;AT1G73066	AT1G73060;AT1G73066
262360_at	AT1G73080	AT1G73080	AT1G73080	AT1G73080;AT1G73090	AT1G73080;AT1G73090
257500_s_at	AT1G73300	AT1G73300	AT1G73300;AT5G36180	AT1G73300;AT5G36180	AT1G73300;AT5G36180
245721_s_at	AT1G73460	AT1G73460	AT1G73450;AT1G73460	AT1G73450;AT1G73460	AT1G73450;AT1G73460
259842_at	AT1G73600	AT1G73600	AT1G73600;AT1G73602	AT1G73600;AT1G73602	AT1G73600;AT1G73602
260379_at	AT1G73880	AT1G73880	AT1G73880;AT1G73885	AT1G73880;AT1G73885	AT1G73880;AT1G73885
260383_s_at	AT1G74060	AT1G74060	AT1G74050;AT1G74060	AT1G74050;AT1G74060	AT1G74050;AT1G74060
259905_s_at	AT1G74140	AT1G74140	AT1G74130;AT1G74140	AT1G74130;AT1G74140	AT1G74130;AT1G74140
260249_s_at	AT1G74290	AT1G74290	AT1G74280;AT1G74290	AT1G74280;AT1G74290	AT1G74280;AT1G74290
259955_s_at	AT1G75080	AT1G75080	AT1G19350;AT1G75080	AT1G19350;AT1G75080	AT1G19350;AT1G75080
256451_s_at	AT1G75170	AT1G75170	AT1G75170	AT1G75170;AT5G04780	AT1G75170;AT5G04780
262979_s_at	AT1G75610	AT1G75610	AT1G13370;AT1G75600	AT1G13370;AT1G75600;AT1G75610	AT1G13370;AT1G75600;AT1G75610
262924_s_at	AT1G75630	AT1G75630	AT1G19910;AT1G75630	AT1G19910;AT1G75630	AT1G19910;AT1G75630
262684_s_at	AT1G76030	AT1G76030	AT1G20260;AT1G76030	AT1G20260;AT1G76030	AT1G20260;AT1G76030
259875_s_at	AT1G76690	AT1G76690	AT1G76680;AT1G76690	AT1G76680;AT1G76690	AT1G76680;AT1G76690
259873_s_at	AT1G76720	AT1G76720	AT1G76720;AT1G76820	AT1G76720;AT1G76820	AT1G76720;AT1G76820
264475_s_at	AT1G77170	AT1G77170	AT1G77150;AT1G77170	AT1G77150;AT1G77170	AT1G77150;AT1G77170
259758_s_at	AT1G77530	AT1G77530	AT1G77520;AT1G77530	AT1G77520;AT1G77530	AT1G77520;AT1G77530
264279_s_at	AT1G78820	AT1G78820	AT1G78820;AT1G78830	AT1G78820;AT1G78830	AT1G78820;AT1G78830
264299_s_at	AT1G78860	AT1G78860	AT1G78850;AT1G78860	AT1G78850;AT1G78860	AT1G78850;AT1G78860
264303_s_at	AT1G78870	AT1G78870	AT1G16890;AT1G78870	AT1G16890;AT1G78870	AT1G16890;AT1G78870
264097_s_at	AT1G79010	AT1G79010	AT1G16700;AT1G79010	AT1G16700;AT1G79010	AT1G16700;AT1G79010
264092_at	AT1G79040	AT1G79040	AT1G79040	AT1G79040;AT2G36620	AT1G79040;AT2G36620
262939_s_at	AT1G79530	AT1G79530	AT1G16300;AT1G79530	AT1G16300;AT1G79530	AT1G16300;AT1G79530
262934_s_at	AT1G79570	AT1G79570	AT1G16270;AT1G79570	AT1G16270;AT1G79570	AT1G16270;AT1G79570
262054_s_at	AT1G79920	AT1G79920	AT1G79920;AT1G79930	AT1G79920;AT1G79930	AT1G79920;AT1G79930
262044_s_at	AT1G80210	AT1G80210	AT1G80210;AT3G06820	AT1G80210;AT3G06820	AT1G80210;AT3G06820
262045_at	AT1G80240	AT1G80240	AT1G80240	AT1G80240;AT2G44100	AT1G80240;AT2G44100
262062_s_at	AT1G80260	AT1G80260	AT1G20570;AT1G80260	AT1G20570;AT1G80260	AT1G20570;AT1G80260
260302_at	AT1G80310	AT1G80310	AT1G80310	AT1G80310;AT1G80320	AT1G80310;AT1G80320
261886_s_at	AT1G80700	AT1G80700	AT1G80700;AT1G80980	AT1G80700;AT1G80980	AT1G80700;AT1G80980
266339_s_at	AT2G01390	AT2G01390	AT2G01360;AT2G01390	AT2G01360;AT2G01390	AT2G01360;AT2G01390
265221_s_at	AT2G02010	AT2G02010	AT2G02000;AT2G02010	AT2G02000;AT2G02010	AT2G02000;AT2G02010
266111_at	AT2G02060	AT2G02060	AT2G02061	AT2G02060;AT2G02061	AT2G02060;AT2G02061
257378_s_at	AT2G02290	AT2G02290	AT2G02290;AT5G23470	AT2G02290;AT5G23470	AT2G02290;AT5G23470
267241_at	AT2G02490	AT2G02490	AT2G02490;AT2G02498	AT2G02490;AT2G02498	AT2G02490;AT2G02498
267482_s_at	AT2G02770	AT2G02770	AT2G02770;AT3G11470	AT2G02770;AT3G11470	AT2G02770;AT3G11470
266746_s_at	AT2G02930	AT2G02930	AT2G02930;AT4G02520	AT2G02930;AT4G02520	AT2G02930;AT4G02520
266743_at	AT2G02990	AT2G02990	AT2G02990	AT2G02990;AT2G16300	AT2G02990;AT2G16300
266771_s_at	AT2G03010	AT2G03010	AT2G03010;AT4G16530	AT2G03010;AT4G16530	AT2G03010;AT4G16530
266772_s_at	AT2G03020	AT2G03020	AT2G03020;AT4G16540	AT2G03020;AT4G16540	AT2G03020;AT4G16540
257366_s_at	AT2G03040	AT2G03040	AT2G03040;AT2G03290	AT2G03040;AT2G03290	AT2G03040;AT2G03290
266741_s_at	AT2G03300	AT2G03300	AT2G03030;AT2G03300	AT2G03030;AT2G03300	AT2G03030;AT2G03300
265712_s_at	AT2G03330	AT2G03330	AT2G03330;AT3G11810	AT2G03330;AT3G11810	AT2G03330;AT3G11810
265715_s_at	AT2G03480	AT2G03480	AT1G13860;AT2G03480	AT1G13860;AT2G03480	AT1G13860;AT2G03480
264034_s_at	AT2G03600	AT2G03600	AT2G03590;AT2G03600	AT2G03590;AT2G03600	AT2G03590;AT2G03600
263405_s_at	AT2G04080	AT2G04080	AT2G04066;AT2G04080	AT2G04066;AT2G04080	AT2G04066;AT2G04080
263404_s_at	AT2G04100	AT2G04100	AT2G04090;AT2G04100	AT2G04090;AT2G04100	AT2G04090;AT2G04100
263345_s_at	AT2G05070	AT2G05070	AT2G05070;AT2G05100	AT2G05070;AT2G05100	AT2G05070;AT2G05100
263101_s_at	AT2G05230	AT2G05230	AT2G05230;AT2G05250	AT2G05230;AT2G05250	AT2G05230;AT2G05250
263048_s_at	AT2G05310	AT2G05310	AT2G05310;AT4G13500	AT2G05310;AT4G13500	AT2G05310;AT4G13500
266036_s_at	AT2G05840	AT2G05840	AT2G05840;AT5G35590	AT2G05840;AT5G35590	AT2G05840;AT5G35590
265747_s_at	AT2G06645	AT2G06645	AT2G06570;AT2G06645	AT2G06570;AT2G06645	AT2G06570;AT2G06645
266434_s_at	AT2G07120	AT2G07120	AT2G07120;AT3G18340	AT2G07120;AT3G18340	AT2G07120;AT3G18340
266435_s_at	AT2G07130	AT2G07130	AT3G18330	AT2G07130;AT3G18330	AT2G07130;AT3G18330
263510_s_at	AT2G07681	AT2G07681	AT2G07681;AT2G07771;ATMG00900	AT2G07681;AT2G07771	AT2G07681;AT2G07771
263506_s_at	AT2G07683	AT2G07683	ATMG00810		ATMG00810
263507_s_at	AT2G07684	AT2G07684	ATMG00770		ATMG00770
263508_s_at	AT2G07685	AT2G07685	ATMG00760		ATMG00760
266041_s_at	AT2G07736	AT2G07736	ATMG00300		ATMG00300
266012_s_at	AT2G07741	AT2G07741	AT2G07741;ATMG00410;ATMG01170	AT2G07699;AT2G07741	AT2G07699;AT2G07741
266932_s_at	AT2G07750	AT2G07750	AT1G63250;AT2G07750	AT1G63250;AT2G07750	AT1G63250;AT2G07750
263821_s_at	AT2G09990	AT2G09990	AT2G09990;AT5G18380	AT2G09990;AT5G18380	AT2G09990;AT5G18380
266152_s_at	AT2G12050	AT2G12050		AT2G12050;AT3G31908;AT3G32377	AT2G12050;AT3G31908;AT3G32377
266150_s_at	AT2G12290	AT2G12290	AT2G12290;AT4G19700	AT2G12290;AT4G19700	AT2G12290;AT4G19700
264107_s_at	AT2G13790	AT2G13790	AT2G13790;AT2G13800	AT2G13790;AT2G13800	AT2G13790;AT2G13800
265301_s_at	AT2G13960	AT2G13960	AT2G13960;AT5G02320	AT2G13960;AT5G02320	AT2G13960;AT5G02320
265829_at	AT2G14490	AT2G14490		AT2G14475;AT2G14490	AT2G14475;AT2G14490
257387_s_at	AT2G14510	AT2G14510	AT2G14440;AT2G14510	AT2G14440;AT2G14510	AT2G14440;AT2G14510
267106_s_at	AT2G14740	AT2G14740	AT2G14720;AT2G14740	AT2G14720;AT2G14740	AT2G14720;AT2G14740
266584_s_at	AT2G14920	AT2G14920	AT1G13430;AT2G14920	AT1G13430;AT2G14920	AT1G13430;AT2G14920
265893_at	AT2G15040	AT2G15040	AT2G15042	AT2G15040;AT2G15042	AT2G15040;AT2G15042
265920_s_at	AT2G15120	AT2G15120	AT2G15220	AT2G15120;AT2G15220	AT2G15120;AT2G15220
263560_s_at	AT2G15370	AT2G15370	AT2G15350;AT2G15370	AT2G15350;AT2G15370	AT2G15350;AT2G15370
263564_s_at	AT2G15400	AT2G15400	AT2G15400;AT2G15430	AT2G15400;AT2G15430	AT2G15400;AT2G15430
257455_s_at	AT2G16100	AT2G16100	AT1G27870	AT1G27870;AT2G16100	AT1G27870;AT2G16100
263087_s_at	AT2G16120	AT2G16120	AT2G16120;AT2G16130	AT2G16120;AT2G16130	AT2G16120;AT2G16130
257437_s_at	AT2G16290	AT2G16290	AT2G16290;AT2G16300	AT2G16290;AT2G16300	AT2G16290;AT2G16300
263601_s_at	AT2G16370	AT2G16370	AT2G16370;AT4G34570	AT2G16370;AT4G34570	AT2G16370;AT4G34570
263240_s_at	AT2G16530	AT2G16530	AT1G72590;AT2G16530	AT1G72590;AT2G16530	AT1G72590;AT2G16530
265413_s_at	AT2G16650	AT2G16650	AT2G16650;AT5G60430	AT2G16650;AT5G60430	AT2G16650;AT5G60430
265409_at	AT2G16830	AT2G16830	AT2G16850	AT2G16830;AT2G16850	AT2G16830;AT2G16850
266533_s_at	AT2G16850	AT2G16850	AT2G16850;AT4G35100	AT2G16850;AT4G35100	AT2G16850;AT4G35100
266535_s_at	AT2G16930	AT2G16930	AT2G16930;AT5G15220	AT2G16930;AT5G15220	AT2G16930;AT5G15220
263422_s_at	AT2G17200	AT2G17200	AT2G17190;AT2G17200	AT2G17190;AT2G17200	AT2G17190;AT2G17200
264853_at	AT2G17260	AT2G17260	AT2G17260	AT2G17260;AT2G17265	AT2G17260;AT2G17265
264904_s_at	AT2G17420	AT2G17420	AT2G17420;AT4G35460	AT2G17420;AT4G35460	AT2G17420;AT4G35460
264784_s_at	AT2G17830	AT2G17830	AT2G17830;AT5G42460	AT2G17830;AT5G42460	AT2G17830;AT5G42460
265805_s_at	AT2G18020	AT2G18020	AT2G18020;AT4G36130	AT2G18020;AT4G36130	AT2G18020;AT4G36130
265816_s_at	AT2G18110	AT2G18110	AT1G30230;AT2G18110	AT1G30230;AT2G18110	AT1G30230;AT2G18110
263063_s_at	AT2G18140	AT2G18140	AT2G18140;AT2G18150	AT2G18140;AT2G18150	AT2G18140;AT2G18150
263064_at	AT2G18160	AT2G18160	AT2G18160;AT2G18162	AT2G18160;AT2G18162	AT2G18160;AT2G18162
265950_s_at	AT2G18530	AT2G18530	AT2G18530;AT3G46160	AT2G18530;AT3G46160	AT2G18530;AT3G46160
265929_s_at	AT2G18570	AT2G18570	AT2G18560;AT2G18570	AT2G18560;AT2G18570	AT2G18560;AT2G18570
266016_at	AT2G18670	AT2G18670	AT2G18670	AT2G18670;AT2G18680	AT2G18670;AT2G18680
266071_at	AT2G18680	AT2G18680	AT2G18670;AT2G18680	AT2G18670;AT2G18680	AT2G18670;AT2G18680
266067_s_at	AT2G18810	AT2G18810	AT2G18810;AT2G31720	AT2G18810;AT2G31720	AT2G18810;AT2G31720
266949_s_at	AT2G18840	AT2G18840	AT2G18840;AT4G30260	AT2G18840;AT4G30260	AT2G18840;AT4G30260
266944_at	AT2G18870	AT2G18870	AT2G18870;AT2G18876	AT2G18870;AT2G18876	AT2G18870;AT2G18876
257350_x_at	AT2G19040	AT2G19040		AT2G19030;AT2G19040	AT2G19030;AT2G19040
267489_s_at	AT2G19120	AT2G19120	AT2G19120;AT4G30100	AT2G19120;AT4G30100	AT2G19120;AT4G30100
267335_s_at	AT2G19440	AT2G19440	AT1G64760;AT2G19440	AT1G64760;AT2G19440	AT1G64760;AT2G19440
265946_s_at	AT2G19520	AT2G19520	AT2G19520;AT4G29730	AT2G19520;AT4G29730	AT2G19520;AT4G29730
266680_s_at	AT2G19850	AT2G19850	AT2G19850;AT3G54730	AT2G19850;AT3G54730	AT2G19850;AT3G54730
265593_s_at	AT2G20130	AT2G20130	AT2G20120;AT2G20130	AT2G20120;AT2G20130	AT2G20120;AT2G20130
263395_at	AT2G20510	AT2G20510	AT2G20510	AT2G20500;AT2G20510	AT2G20500;AT2G20510
263375_s_at	AT2G20530	AT2G20530	AT2G20530;AT4G28510	AT2G20530;AT4G28510	AT2G20530;AT4G28510
265421_s_at	AT2G20616	AT2G20616	AT2G20616;AT2G20815	AT2G20616;AT2G20815	AT2G20616;AT2G20815
265388_s_at	AT2G20990	AT2G20990	AT2G20990;AT2G21010	AT2G20990;AT2G21010	AT2G20990;AT2G21010
265435_s_at	AT2G21020	AT2G21020	AT1G31885	AT1G31885;AT2G21020	AT1G31885;AT2G21020
265420_s_at	AT2G21030	AT2G21030	AT1G31880;AT2G21030	AT1G31880;AT2G21030	AT1G31880;AT2G21030
264017_s_at	AT2G21190	AT2G21190	AT2G21190;AT4G38790	AT2G21190;AT4G38790	AT2G21190;AT4G38790
263758_s_at	AT2G21260	AT2G21260	AT2G21250;AT2G21260	AT2G21250;AT2G21260	AT2G21250;AT2G21260
263548_at	AT2G21660	AT2G21660	AT2G21660	AT2G21660;AT3G13230	AT2G21660;AT3G13230
263927_s_at	AT2G21890	AT2G21890	AT2G21730;AT2G21890	AT2G21730;AT2G21890	AT2G21730;AT2G21890
263878_s_at	AT2G22040	AT2G22040	AT2G22040;AT3G18140	AT2G22040;AT3G18140	AT2G22040;AT3G18140
267256_s_at	AT2G23000	AT2G23000	AT2G23000;AT2G23010	AT2G23000;AT2G23010	AT2G23000;AT2G23010
267259_at	AT2G23090	AT2G23090	AT2G23090	AT2G23090;AT2G44010	AT2G23090;AT2G44010
245072_s_at	AT2G23220	AT2G23220	AT2G23190;AT2G23220	AT2G23190;AT2G23220	AT2G23190;AT2G23220
267126_s_at	AT2G23590	AT2G23590	AT2G23590;AT2G23600	AT2G23590;AT2G23600	AT2G23590;AT2G23600
265687_s_at	AT2G24470	AT2G24470	AT2G24470;AT4G36120	AT2G24470;AT4G36120	AT2G24470;AT4G36120
257436_s_at	AT2G24650	AT2G24650	AT2G24645;AT4G00260	AT2G24650;AT4G00260	AT2G24650;AT4G00260
263316_s_at	AT2G24710	AT2G24710	AT2G24710;AT2G24720	AT2G24710;AT2G24720	AT2G24710;AT2G24720
263317_s_at	AT2G24740	AT2G24740	AT1G17770;AT2G24740	AT1G17770;AT2G24740	AT1G17770;AT2G24740
263534_at	AT2G24940	AT2G24940	AT2G24940;AT2G24945	AT2G24940;AT2G24945	AT2G24940;AT2G24945
263530_at	AT2G25030	AT2G25030		AT2G25030;AT2G25040	AT2G25030;AT2G25040
263588_s_at	AT2G25330	AT2G25330	AT2G25320;AT2G25330	AT2G25320;AT2G25330	AT2G25320;AT2G25330
265612_at	AT2G25390	AT2G25390	AT2G25409	AT2G25390;AT2G25409	AT2G25390;AT2G25409
265912_at	AT2G25570	AT2G25570	AT2G25570	AT2G25565;AT2G25570	AT2G25565;AT2G25570
265886_at	AT2G25620	AT2G25620	AT2G25620	AT2G25610;AT2G25620	AT2G25610;AT2G25620
265899_s_at	AT2G25700	AT2G25700	AT1G20140;AT2G25700	AT1G20140;AT2G25700	AT1G20140;AT2G25700
267607_s_at	AT2G26740	AT2G26740	AT2G26740;AT2G26750	AT2G26740;AT2G26750	AT2G26740;AT2G26750
265629_at	AT2G27230	AT2G27230	AT2G27228;AT2G27230	AT2G27228;AT2G27230	AT2G27228;AT2G27230
265643_at	AT2G27390	AT2G27390	AT2G27390	AT2G27390;AT2G27395	AT2G27390;AT2G27395
266241_s_at	AT2G27800	AT2G27800	AT2G27800;AT5G27300	AT2G27800;AT5G27300	AT2G27800;AT5G27300
266205_s_at	AT2G27860	AT2G27860	AT1G08200;AT2G27860	AT1G08200;AT2G27860	AT1G08200;AT2G27860
265571_s_at	AT2G28230	AT2G28230	AT2G28020;AT2G28230	AT2G28020;AT2G28230	AT2G28020;AT2G28230
266218_s_at	AT2G28850	AT2G28850	AT2G28850;AT2G28860	AT2G28850;AT2G28860	AT2G28850;AT2G28860
266288_s_at	AT2G29140	AT2G29140	AT2G29140;AT2G29200	AT2G29140;AT2G29200	AT2G29140;AT2G29200
266286_at	AT2G29170	AT2G29170	AT2G29170	AT2G29160;AT2G29170	AT2G29160;AT2G29170
266676_s_at	AT2G29605	AT2G29605	AT2G29605;AT2G29850	AT2G29605;AT2G29850	AT2G29605;AT2G29850
266675_s_at	AT2G29610	AT2G29610	AT2G29830	AT2G29610;AT2G29830	AT2G29610;AT2G29830
266615_s_at	AT2G29720	AT2G29720	AT2G29720;AT2G35660	AT2G29720;AT2G35660	AT2G29720;AT2G35660
266643_s_at	AT2G29730	AT2G29730	AT2G29710;AT2G29730	AT2G29710;AT2G29730	AT2G29710;AT2G29730
255863_s_at	AT2G30310	AT2G30310	AT2G30220;AT2G30310	AT2G30220;AT2G30310	AT2G30220;AT2G30310
267194_s_at	AT2G30910	AT2G30910	AT2G30910;AT2G31300	AT2G30910;AT2G31300	AT2G30910;AT2G31300
267202_s_at	AT2G31030	AT2G31030	AT2G31020;AT2G31030	AT2G31020;AT2G31030	AT2G31020;AT2G31030
263397_s_at	AT2G31550	AT2G31550	AT2G31540;AT2G31550	AT2G31540;AT2G31550	AT2G31540;AT2G31550
263400_s_at	AT2G31610	AT2G31610	AT2G31610;AT3G53870	AT2G31610;AT3G53870	AT2G31610;AT3G53870
263447_s_at	AT2G31640	AT2G31640	AT1G05830;AT2G31650	AT1G05830;AT2G31650	AT1G05830;AT2G31650
263449_at	AT2G31670	AT2G31670	AT2G31670	AT2G31670;AT2G31680	AT2G31670;AT2G31680
265670_s_at	AT2G32210	AT2G32210	AT2G32190;AT2G32210	AT2G32190;AT2G32210	AT2G32190;AT2G32210
265679_at	AT2G32240	AT2G32240	AT2G32235;AT2G32240	AT2G32235;AT2G32240	AT2G32235;AT2G32240
