Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Comment [Sample_source_name]	Comment [Sample_characteristics]	Characteristics[Genotype]	Characteristics[OrganismPart]	Characteristics[Age]	Unit[TimeUnit]	Characteristics[DevelopmentalStage]	Characteristics[Ecotype]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[GROWTH CONDITION]	FactorValue[ORGANISM PART]	FactorValue[GENOTYPE]
GSE14578GSM362200	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362200 sample	P-G14578-8	GSE14578GSM362200 extract	total_RNA	P-G14578-7	GSE14578GSM362200 LE biotin	biotin	synthetic_RNA	root_hypoxia_pSUC2_rep2	A-AFFY-2	P-AFFY-6	GSM362200.CEL	GSM362200.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pSUC2:His6FLAG-RPL18B
GSE14578GSM362234	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSUC2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362234 sample	P-G14578-8	GSE14578GSM362234 extract	total_RNA	P-G14578-7	GSE14578GSM362234 LE biotin	biotin	synthetic_RNA	shoot_control_pSUC2_rep2	A-AFFY-2	P-AFFY-6	GSM362234.CEL	GSM362234.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pSUC2:His6FLAG-RPL18B
GSE14578GSM362233	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSUC2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362233 sample	P-G14578-8	GSE14578GSM362233 extract	total_RNA	P-G14578-7	GSE14578GSM362233 LE biotin	biotin	synthetic_RNA	shoot_control_pSUC2_rep1	A-AFFY-2	P-AFFY-6	GSM362233.CEL	GSM362233.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pSUC2:His6FLAG-RPL18B
GSE14578GSM362235	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362235 sample	P-G14578-8	GSE14578GSM362235 extract	total_RNA	P-G14578-7	GSE14578GSM362235 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pSUC2_rep1	A-AFFY-2	P-AFFY-6	GSM362235.CEL	GSM362235.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pSUC2:His6FLAG-RPL18B
GSE14578GSM362236	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362236 sample	P-G14578-8	GSE14578GSM362236 extract	total_RNA	P-G14578-7	GSE14578GSM362236 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pSUC2_rep2	A-AFFY-2	P-AFFY-6	GSM362236.CEL	GSM362236.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pSUC2:His6FLAG-RPL18B
GSE14578GSM362202	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Root phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSultr2;2:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362202 sample	P-G14578-8	GSE14578GSM362202 extract	total_RNA	P-G14578-7	GSE14578GSM362202 LE biotin	biotin	synthetic_RNA	root_control_pSultr2;2_rep2	A-AFFY-2	P-AFFY-6	GSM362202.CEL	GSM362202.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSultr2;2:His6FLAG-RPL18B
GSE14578GSM362201	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Root phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSultr2;2:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362201 sample	P-G14578-8	GSE14578GSM362201 extract	total_RNA	P-G14578-7	GSE14578GSM362201 LE biotin	biotin	synthetic_RNA	root_control_pSultr2;2_rep1	A-AFFY-2	P-AFFY-6	GSM362201.CEL	GSM362201.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSultr2;2:His6FLAG-RPL18B
GSE14578GSM362237	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Shoot phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSultr2;2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362237 sample	P-G14578-8	GSE14578GSM362237 extract	total_RNA	P-G14578-7	GSE14578GSM362237 LE biotin	biotin	synthetic_RNA	shoot_control_pSultr2;2_rep1	A-AFFY-2	P-AFFY-6	GSM362237.CEL	GSM362237.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pSultr2;2:His6FLAG-RPL18B
GSE14578GSM362238	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Shoot phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSultr2;2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362238 sample	P-G14578-8	GSE14578GSM362238 extract	total_RNA	P-G14578-7	GSE14578GSM362238 LE biotin	biotin	synthetic_RNA	shoot_control_pSultr2;2_rep2	A-AFFY-2	P-AFFY-6	GSM362238.CEL	GSM362238.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pSultr2;2:His6FLAG-RPL18B
GSE14578GSM361992	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr Control, pWOL-enriched polysomal mRNA, Root tip vascular (WOL) RNA under control conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	7 day old Arabidopsis Seedling roottips, 2hr Control, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	pWOL:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361992 sample	P-G14578-5	GSE14578GSM361992 extract	total_RNA	P-G14578-3	GSE14578GSM361992 LE biotin	biotin	synthetic_RNA	roottip_control_pWOL_rep1	A-AFFY-2	P-AFFY-6	GSM361992.cel	GSM361992.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root tip	pWOL:His6FLAG-RPL18B
GSE14578GSM361993	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr Control, pWOL-enriched polysomal mRNA, Root tip vascular (WOL) RNA under control conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	7 day old Arabidopsis Seedling roottips, 2hr Control, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	pWOL:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361993 sample	P-G14578-5	GSE14578GSM361993 extract	total_RNA	P-G14578-3	GSE14578GSM361993 LE biotin	biotin	synthetic_RNA	roottip_control_pWOL_rep2	A-AFFY-2	P-AFFY-6	GSM361993.cel	GSM361993.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root tip	pWOL:His6FLAG-RPL18B
GSE14578GSM361995	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pWOL-enriched polysomal mRNA, Root tip vascular (WOL) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	pWOL:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361995 sample	P-G14578-5	GSE14578GSM361995 extract	total_RNA	P-G14578-3	GSE14578GSM361995 LE biotin	biotin	synthetic_RNA	roottip_hypoxia_pWOL_rep2	A-AFFY-2	P-AFFY-6	GSM361995.cel	GSM361995.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root tip	pWOL:His6FLAG-RPL18B
GSE14578GSM361994	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pWOL-enriched polysomal mRNA, Root tip vascular (WOL) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	pWOL:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361994 sample	P-G14578-5	GSE14578GSM361994 extract	total_RNA	P-G14578-3	GSE14578GSM361994 LE biotin	biotin	synthetic_RNA	roottip_hypoxia_pWOL_rep1	A-AFFY-2	P-AFFY-6	GSM361994.cel	GSM361994.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root tip	pWOL:His6FLAG-RPL18B
GSE14578GSM362189	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under control conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pWOL:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362189 sample	P-G14578-8	GSE14578GSM362189 extract	total_RNA	P-G14578-7	GSE14578GSM362189 LE biotin	biotin	synthetic_RNA	root_control_pWOL_rep2	A-AFFY-2	P-AFFY-6	GSM362189.CEL	GSM362189.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pWOL:His6FLAG-RPL18B
GSE14578GSM362188	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under control conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pWOL:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362188 sample	P-G14578-8	GSE14578GSM362188 extract	total_RNA	P-G14578-7	GSE14578GSM362188 LE biotin	biotin	synthetic_RNA	root_control_pWOL_rep1	A-AFFY-2	P-AFFY-6	GSM362188.CEL	GSM362188.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pWOL:His6FLAG-RPL18B
GSE14578GSM362191	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pWOL:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362191 sample	P-G14578-8	GSE14578GSM362191 extract	total_RNA	P-G14578-7	GSE14578GSM362191 LE biotin	biotin	synthetic_RNA	root_hypoxia_pWOL_rep2	A-AFFY-2	P-AFFY-6	GSM362191.CEL	GSM362191.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pWOL:His6FLAG-RPL18B
GSE14578GSM362190	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pWOL:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362190 sample	P-G14578-8	GSE14578GSM362190 extract	total_RNA	P-G14578-7	GSE14578GSM362190 LE biotin	biotin	synthetic_RNA	root_hypoxia_pWOL_rep1	A-AFFY-2	P-AFFY-6	GSM362190.CEL	GSM362190.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pWOL:His6FLAG-RPL18B
